1,Ashgabat
1,Bangkok
1,Bern
1,Bucharest
1,Chennai
1,Dakar
1,Doha
1,Freetown
1,Hong Kong
1,Istanbul
1,Johannesburg
1,Karachi
1,Luanda
1,Manama
1,Manila
1,Maseru
1,Mexico
1,Nairobi
1,Almaty
1,Peshawar
1,Prague
1,Shanghai
1,St Petersburg
1,Tashkent
1,Wellington
1,Windhoek
1,Yerevan
2,Brussels
2,Buenos Aires
2,Cape Town
2,Dushanbe
2,Taipei
2,Izmir
2,Kampala
2,Kuala Lumpur
2,New Delhi
2,Paris
2,Tirana
2,Vienna
2,Yekaterinburg
3,Adana
3,Algiers
3,Athens
3,Dhaka
3,Ndjamena
3,Niamey
3,Sofia
4,Abu Dhabi
4,Accra
4,Kaduna
4,Rabat
5,Berlin
5,Gaborone
5,Jeddah
5,Madrid
5,Rome
5,Tokyo
6,Alexandria
6,Cairo
6,New York
6,Rangoon
6,Ulaanbaatar
7,Addis Ababa
7,Amman
7,Banjul
7,Bogota
7,Harare
7,Jerusalem
7,Kinshasa
7,Lima
7,Phnom Penh
7,Seoul
8,Tunis
9,Beijing
10,Baghdad
10,Bandar Seri Begawan
10,London
11,Beirut
11,Havana
11,Pretoria
12,Colombo
12,Tel Aviv
13,Ankara
14,Damascus
14,Jakarta
14,Kuwait
15,Mogadishu
16,Caracas
16,Moscow
25,Islamabad
26,Khartoum
34,Riyadh
131,Zagreb
